"","neighbourhood_name","species_name","count","proportion"
"387","FAIRVIEW","COCCINEA",5,0.00124937531234383
"388","FAIRVIEW","CONTORTA",9,0.00224887556221889
"389","FAIRVIEW","CORDATA",87,0.0217391304347826
"390","FAIRVIEW","DEODARA",8,0.00199900049975012
"391","FAIRVIEW","EUCHLORA   X",98,0.024487756121939
"392","FAIRVIEW","EUROPEA",2,0.000499750124937531
"393","FAIRVIEW","EXCELSIOR",23,0.00574712643678161
"394","FAIRVIEW","FLORIBUNDA",36,0.00899550224887556
"395","FAIRVIEW","FLORIDA",2,0.000499750124937531
"396","FAIRVIEW","FREEMANI   X",167,0.0417291354322839
"397","FAIRVIEW","GIGANTEUM",1,0.000249875062468766
"398","FAIRVIEW","GINNALA",1,0.000249875062468766
"399","FAIRVIEW","GLABRA",17,0.00424787606196902
"400","FAIRVIEW","GLABRUM",7,0.00174912543728136
"401","FAIRVIEW","GLAUCA",2,0.000499750124937531
"402","FAIRVIEW","GLYPTOSTROBOIDES",5,0.00124937531234383
"403","FAIRVIEW","GRANDIFLORA",9,0.00224887556221889
"404","FAIRVIEW","GRANDIFLORA X",4,0.000999500249875062
"405","FAIRVIEW","GRANDIS",2,0.000499750124937531
"406","FAIRVIEW","GRISEUM",1,0.000249875062468766
"407","FAIRVIEW","HENRYI",2,0.000499750124937531
"408","FAIRVIEW","HETEROPHYLLA",3,0.000749625187406297
"409","FAIRVIEW","HIPPOCASTANUM",43,0.0107446276861569
"410","FAIRVIEW","HYBRIDA X",3,0.000749625187406297
"411","FAIRVIEW","INVOLUCRATA",3,0.000749625187406297
"412","FAIRVIEW","JAPONICA",50,0.0124937531234383
"413","FAIRVIEW","JAPONICUM",27,0.00674662668665667
"414","FAIRVIEW","KEWENSIS X",4,0.000999500249875062
"415","FAIRVIEW","KOBUS",13,0.00324837581209395
"416","FAIRVIEW","KOUSA",7,0.00174912543728136
"417","FAIRVIEW","LAVALLEI  X",33,0.00824587706146927
"418","FAIRVIEW","LAWSONIANA",8,0.00199900049975012
"419","FAIRVIEW","LILIIFLORA",1,0.000249875062468766
"420","FAIRVIEW","LUSITANICA",1,0.000249875062468766
"421","FAIRVIEW","MACROPHYLLUM",13,0.00324837581209395
"422","FAIRVIEW","MENZIESII",4,0.000999500249875062
"423","FAIRVIEW","MERTENSIANA",1,0.000249875062468766
"424","FAIRVIEW","MOLLIS",1,0.000249875062468766
"425","FAIRVIEW","MONTICOLA",1,0.000249875062468766
"426","FAIRVIEW","MORDENSIS",2,0.000499750124937531
"427","FAIRVIEW","NIGRA",28,0.00699650174912544
"428","FAIRVIEW","NIGRUM",14,0.00349825087456272
"429","FAIRVIEW","NUTTALLII",2,0.000499750124937531
"430","FAIRVIEW","OCCIDENTALIS",3,0.000749625187406297
"431","FAIRVIEW","OFFICINALIS",1,0.000249875062468766
"432","FAIRVIEW","ORIENTALIS",1,0.000249875062468766
"433","FAIRVIEW","ORNUS",16,0.00399800099950025
"434","FAIRVIEW","OXYACANTHA",23,0.00574712643678161
"435","FAIRVIEW","OXYCARPA",25,0.00624687656171914
"436","FAIRVIEW","PADUS",1,0.000249875062468766
"437","FAIRVIEW","PALMATUM",28,0.00699650174912544
"438","FAIRVIEW","PALUSTRIS",73,0.0182408795602199
"439","FAIRVIEW","PANICULATA",3,0.000749625187406297
"440","FAIRVIEW","PENDULA",29,0.0072463768115942
"441","FAIRVIEW","PENNSYLVANICA",24,0.00599700149925037
"442","FAIRVIEW","PERSICA",36,0.00899550224887556
"443","FAIRVIEW","PHELLOS",28,0.00699650174912544
"444","FAIRVIEW","PLATANOIDES",354,0.088455772113943
"445","FAIRVIEW","PLICATA",11,0.00274862568715642
"446","FAIRVIEW","PONDEROSA",1,0.000249875062468766
"447","FAIRVIEW","PSEUDOACACIA",12,0.00299850074962519
"448","FAIRVIEW","PSEUDOPLATANUS",111,0.027736131934033
"449","FAIRVIEW","PUMILA",3,0.000749625187406297
"450","FAIRVIEW","PUNGENS",4,0.000999500249875062
"451","FAIRVIEW","REGIA",1,0.000249875062468766
"452","FAIRVIEW","RETICULATA",73,0.0182408795602199
"453","FAIRVIEW","ROBUR",53,0.0132433783108446
"454","FAIRVIEW","RUBRA",48,0.0119940029985007
"455","FAIRVIEW","RUBRUM",567,0.14167916041979
"456","FAIRVIEW","SACCHARINUM",2,0.000499750124937531
"457","FAIRVIEW","SACCHARUM",12,0.00299850074962519
"458","FAIRVIEW","SALICINA",4,0.000999500249875062
"459","FAIRVIEW","SARGENTII",66,0.0164917541229385
"460","FAIRVIEW","SEMPREVIRENS",1,0.000249875062468766
"461","FAIRVIEW","SERRATA",1,0.000249875062468766
"462","FAIRVIEW","SERRULATA",319,0.0797101449275362
"463","FAIRVIEW","SPECIES",49,0.0122438780609695
"464","FAIRVIEW","STYRACIFLUA",30,0.00749625187406297
"465","FAIRVIEW","SYLVATICA",188,0.0469765117441279
"466","FAIRVIEW","SYLVESTRIS",6,0.00149925037481259
"467","FAIRVIEW","SYRIACA",12,0.00299850074962519
"468","FAIRVIEW","TATARICUM",1,0.000249875062468766
"469","FAIRVIEW","TOMENTOSA",14,0.00349825087456272
"470","FAIRVIEW","TRIACANTHOS",111,0.027736131934033
"471","FAIRVIEW","TRICHOCARPA",1,0.000249875062468766
"472","FAIRVIEW","TRUNCATUM",22,0.00549725137431284
"473","FAIRVIEW","TULIPIFERA",61,0.0152423788105947
"474","FAIRVIEW","TYPHINA",2,0.000499750124937531
"475","FAIRVIEW","VELUTINA",9,0.00224887556221889
"476","FAIRVIEW","VIRGINIANA",15,0.00374812593703148
"477","FAIRVIEW","X YEDOENSIS",41,0.0102448775612194
"478","FAIRVIEW","XX",23,0.00574712643678161
"479","FAIRVIEW","YUNNANENSIS",2,0.000499750124937531
"480","FAIRVIEW","ZUMI",32,0.0079960019990005
"481","GRANDVIEW-WOODLAND","ABIES",4,0.000596747724899299
"482","GRANDVIEW-WOODLAND","ACERIFOLIA   X",63,0.00939877666716396
"483","GRANDVIEW-WOODLAND","ACUTISSIMA",14,0.00208861703714755
"484","GRANDVIEW-WOODLAND","ALNIFOLIA",7,0.00104430851857377
"485","GRANDVIEW-WOODLAND","AMERICANA",208,0.0310308816947635
"486","GRANDVIEW-WOODLAND","AQUIFOLIUM",7,0.00104430851857377
"487","GRANDVIEW-WOODLAND","ARIA",39,0.00581829031776816
"488","GRANDVIEW-WOODLAND","AUCUPARIA",7,0.00104430851857377
"489","GRANDVIEW-WOODLAND","AVELLANA",3,0.000447560793674474
"490","GRANDVIEW-WOODLAND","AVIUM",5,0.000745934656124124
"491","GRANDVIEW-WOODLAND","BACCATA",13,0.00193943010592272
"492","GRANDVIEW-WOODLAND","BALSAMEA",1,0.000149186931224825
"493","GRANDVIEW-WOODLAND","BETULUS",392,0.0584812770401313
"494","GRANDVIEW-WOODLAND","BIGNONIOIDES",17,0.00253617783082202
"495","GRANDVIEW-WOODLAND","BILOBA",18,0.00268536476204684
"496","GRANDVIEW-WOODLAND","BLIREANA",1,0.000149186931224825
"497","GRANDVIEW-WOODLAND","CALLERYANA",82,0.0122333283604356
"498","GRANDVIEW-WOODLAND","CAMPESTRE",164,0.0244666567208713
"499","GRANDVIEW-WOODLAND","CANADENSIS",17,0.00253617783082202
"500","GRANDVIEW-WOODLAND","CAPITATA",1,0.000149186931224825
"501","GRANDVIEW-WOODLAND","CAPPADOCICUM",30,0.00447560793674474
"502","GRANDVIEW-WOODLAND","CARICA",1,0.000149186931224825
"503","GRANDVIEW-WOODLAND","CARNEA   X",16,0.0023869908995972
"504","GRANDVIEW-WOODLAND","CAROLINIANA",6,0.000895121587348948
"505","GRANDVIEW-WOODLAND","CERASIFERA",165,0.0246158436520961
"506","GRANDVIEW-WOODLAND","CHINENSE",1,0.000149186931224825
"507","GRANDVIEW-WOODLAND","CINEREA",1,0.000149186931224825
"508","GRANDVIEW-WOODLAND","CIRCINATUM",1,0.000149186931224825
"509","GRANDVIEW-WOODLAND","COCCINEA",3,0.000447560793674474
"510","GRANDVIEW-WOODLAND","COCOMILIA",3,0.000447560793674474
"511","GRANDVIEW-WOODLAND","COMMUNIS",3,0.000447560793674474
"512","GRANDVIEW-WOODLAND","CORDATA",44,0.00656422497389229
"513","GRANDVIEW-WOODLAND","CRUS-GALLI",8,0.0011934954497986
"514","GRANDVIEW-WOODLAND","DAWSONIANA",3,0.000447560793674474
"515","GRANDVIEW-WOODLAND","DENUDATA",14,0.00208861703714755
"516","GRANDVIEW-WOODLAND","DEODARA",1,0.000149186931224825
"517","GRANDVIEW-WOODLAND","DOMESTICA",3,0.000447560793674474
"518","GRANDVIEW-WOODLAND","DOUGLASII",16,0.0023869908995972
"519","GRANDVIEW-WOODLAND","ERUBESCENS",1,0.000149186931224825
"520","GRANDVIEW-WOODLAND","EUCHLORA   X",195,0.0290914515888408
"521","GRANDVIEW-WOODLAND","EUROPAEA   X",19,0.00283455169327167
"522","GRANDVIEW-WOODLAND","EUROPEA",1,0.000149186931224825
"523","GRANDVIEW-WOODLAND","EXCELSIOR",65,0.00969715052961361
"524","GRANDVIEW-WOODLAND","FLORIBUNDA",89,0.0132776368790094
"525","GRANDVIEW-WOODLAND","FLORIDA",7,0.00104430851857377
"526","GRANDVIEW-WOODLAND","FREEMANI   X",268,0.039982097568253
"527","GRANDVIEW-WOODLAND","GINNALA",3,0.000447560793674474
"528","GRANDVIEW-WOODLAND","GLABRA",34,0.00507235566164404
"529","GRANDVIEW-WOODLAND","GLAUCA",3,0.000447560793674474
"530","GRANDVIEW-WOODLAND","GLYPTOSTROBOIDES",3,0.000447560793674474
"531","GRANDVIEW-WOODLAND","GRANDIFLORA",9,0.00134268238102342
"532","GRANDVIEW-WOODLAND","GRANDIFLORA X",10,0.00149186931224825
"533","GRANDVIEW-WOODLAND","GRANDIS",1,0.000149186931224825
"534","GRANDVIEW-WOODLAND","GRISEUM",77,0.0114873937043115
"535","GRANDVIEW-WOODLAND","HENRYI",2,0.000298373862449649
"536","GRANDVIEW-WOODLAND","HETEROPHYLLA",1,0.000149186931224825
"537","GRANDVIEW-WOODLAND","HIPPOCASTANUM",85,0.0126808891541101
"538","GRANDVIEW-WOODLAND","INVOLUCRATA",11,0.00164105624347307
"539","GRANDVIEW-WOODLAND","JACQUEMONTII",1,0.000149186931224825
"540","GRANDVIEW-WOODLAND","JAPONICA",149,0.0222288527524989
"541","GRANDVIEW-WOODLAND","JAPONICUM",65,0.00969715052961361
"542","GRANDVIEW-WOODLAND","KEWENSIS X",7,0.00104430851857377
"543","GRANDVIEW-WOODLAND","KOBUS",93,0.0138743846039087
"544","GRANDVIEW-WOODLAND","KOUSA",46,0.00686259883634194
"545","GRANDVIEW-WOODLAND","LAEVIS",2,0.000298373862449649
"546","GRANDVIEW-WOODLAND","LAVALLEI  X",18,0.00268536476204684
"547","GRANDVIEW-WOODLAND","LAWSONIANA",5,0.000745934656124124
"548","GRANDVIEW-WOODLAND","LUSITANICA",29,0.00432642100551992
"549","GRANDVIEW-WOODLAND","MACROCARPA",1,0.000149186931224825
"550","GRANDVIEW-WOODLAND","MACROPHYLLUM",2,0.000298373862449649
"551","GRANDVIEW-WOODLAND","MAXIMA",1,0.000149186931224825
"552","GRANDVIEW-WOODLAND","MENZIESII",7,0.00104430851857377
"553","GRANDVIEW-WOODLAND","MERTENSIANA",1,0.000149186931224825
"554","GRANDVIEW-WOODLAND","MESERVEAE",4,0.000596747724899299
"555","GRANDVIEW-WOODLAND","MOLLIS",4,0.000596747724899299
"556","GRANDVIEW-WOODLAND","MORDENSIS",41,0.00611666418021781
"557","GRANDVIEW-WOODLAND","NEGUNDO",38,0.00566910338654334
"558","GRANDVIEW-WOODLAND","NIGRA",9,0.00134268238102342
"559","GRANDVIEW-WOODLAND","NIGRUM",2,0.000298373862449649
"560","GRANDVIEW-WOODLAND","NOOTKATENSIS",4,0.000596747724899299
"561","GRANDVIEW-WOODLAND","NUTTALLII",1,0.000149186931224825
"562","GRANDVIEW-WOODLAND","OBTUSA",6,0.000895121587348948
"563","GRANDVIEW-WOODLAND","OCCIDENTALIS",4,0.000596747724899299
"564","GRANDVIEW-WOODLAND","OFFICIANALIS",6,0.000895121587348948
"565","GRANDVIEW-WOODLAND","ORNUS",61,0.00910040280471431
"566","GRANDVIEW-WOODLAND","OXYACANTHA",18,0.00268536476204684
"567","GRANDVIEW-WOODLAND","OXYCARPA",3,0.000447560793674474
"568","GRANDVIEW-WOODLAND","PALMATUM",65,0.00969715052961361
"569","GRANDVIEW-WOODLAND","PALUSTRIS",57,0.00850365507981501
"570","GRANDVIEW-WOODLAND","PANICULATA",4,0.000596747724899299
"571","GRANDVIEW-WOODLAND","PAPYRIFERA",9,0.00134268238102342
"572","GRANDVIEW-WOODLAND","PENDULA",39,0.00581829031776816
"573","GRANDVIEW-WOODLAND","PENNSYLVANICA",92,0.0137251976726839
"574","GRANDVIEW-WOODLAND","PERSICA",148,0.0220796658212741
"575","GRANDVIEW-WOODLAND","PHAENOPYRUM",41,0.00611666418021781
"576","GRANDVIEW-WOODLAND","PHELLOS",18,0.00268536476204684
"577","GRANDVIEW-WOODLAND","PLATANOIDES",349,0.0520662389974638
"578","GRANDVIEW-WOODLAND","PLICATA",73,0.0108906459794122
"579","GRANDVIEW-WOODLAND","PONDEROSA",1,0.000149186931224825
"580","GRANDVIEW-WOODLAND","POPULIFOLIA",3,0.000447560793674474
"581","GRANDVIEW-WOODLAND","PSEUDOACACIA",17,0.00253617783082202
"582","GRANDVIEW-WOODLAND","PSEUDOCAMELLIA",8,0.0011934954497986
"583","GRANDVIEW-WOODLAND","PSEUDOPLATANUS",212,0.0316276294196628
"584","GRANDVIEW-WOODLAND","PUMILA",148,0.0220796658212741
"585","GRANDVIEW-WOODLAND","PUNGENS",2,0.000298373862449649
"586","GRANDVIEW-WOODLAND","RETICULATA",41,0.00611666418021781
"587","GRANDVIEW-WOODLAND","RHAMNOIDES",3,0.000447560793674474
"588","GRANDVIEW-WOODLAND","ROBUR",70,0.0104430851857377
"589","GRANDVIEW-WOODLAND","ROBUR X ALBA",10,0.00149186931224825
"590","GRANDVIEW-WOODLAND","RUBRA",141,0.0210353573027003
"591","GRANDVIEW-WOODLAND","RUBRUM",473,0.0705654184693421
"592","GRANDVIEW-WOODLAND","RUGOSA",2,0.000298373862449649
"593","GRANDVIEW-WOODLAND","SACCHARINUM",15,0.00223780396837237
"594","GRANDVIEW-WOODLAND","SACCHARUM",11,0.00164105624347307
"595","GRANDVIEW-WOODLAND","SALICINA",1,0.000149186931224825
"596","GRANDVIEW-WOODLAND","SARGENTII",187,0.0278979561390422
"597","GRANDVIEW-WOODLAND","SATIVA",2,0.000298373862449649
"598","GRANDVIEW-WOODLAND","SERRATA",14,0.00208861703714755
"599","GRANDVIEW-WOODLAND","SERRULATA",583,0.0869759809040728
"600","GRANDVIEW-WOODLAND","SIEBOLDII",3,0.000447560793674474
"601","GRANDVIEW-WOODLAND","SIMONII",7,0.00104430851857377
"602","GRANDVIEW-WOODLAND","SINENSIS",3,0.000447560793674474
"603","GRANDVIEW-WOODLAND","SITCHENSIS",1,0.000149186931224825
"604","GRANDVIEW-WOODLAND","SPECIES",71,0.0105922721169626
"605","GRANDVIEW-WOODLAND","SPECIOSA",1,0.000149186931224825
"606","GRANDVIEW-WOODLAND","STENOPTERA",1,0.000149186931224825
"607","GRANDVIEW-WOODLAND","STYRACIFLUA",42,0.00626585111144264
"608","GRANDVIEW-WOODLAND","SUBHIRTELLA",24,0.00358048634939579
"609","GRANDVIEW-WOODLAND","SWEETHEART",5,0.000745934656124124
"610","GRANDVIEW-WOODLAND","SYLVATICA",322,0.0480381918543936
"611","GRANDVIEW-WOODLAND","SYLVESTRIS",2,0.000298373862449649
"612","GRANDVIEW-WOODLAND","SYRIACA",10,0.00149186931224825
"613","GRANDVIEW-WOODLAND","TRANSITORIA",1,0.000149186931224825
"614","GRANDVIEW-WOODLAND","TRIACANTHOS",6,0.000895121587348948
"615","GRANDVIEW-WOODLAND","TRICHOCARPA",4,0.000596747724899299
"616","GRANDVIEW-WOODLAND","TRUNCATUM",106,0.0158138147098314
"617","GRANDVIEW-WOODLAND","TULIPIFERA",35,0.00522154259286886
"618","GRANDVIEW-WOODLAND","TYPHINA",1,0.000149186931224825
"619","GRANDVIEW-WOODLAND","VELUTINA",23,0.00343129941817097
"620","GRANDVIEW-WOODLAND","VILMORINII",9,0.00134268238102342
"621","GRANDVIEW-WOODLAND","VIRGINIANA",7,0.00104430851857377
"622","GRANDVIEW-WOODLAND","X YEDOENSIS",90,0.0134268238102342
"623","GRANDVIEW-WOODLAND","XX",109,0.0162613755035059
"624","GRANDVIEW-WOODLAND","YUNNANENSIS",3,0.000447560793674474
"625","GRANDVIEW-WOODLAND","ZENII",1,0.000149186931224825
"626","GRANDVIEW-WOODLAND","ZUMI",83,0.0123825152916605
"627","HASTINGS-SUNRISE","ABIES",4,0.000379254764387978
"628","HASTINGS-SUNRISE","ACERIFOLIA   X",70,0.00663695837678961
"629","HASTINGS-SUNRISE","ACUTISSIMA",47,0.00445624348155874
"630","HASTINGS-SUNRISE","ALBA",6,0.000568882146581966
"631","HASTINGS-SUNRISE","ALNIFOLIA",65,0.00616288992130464
"632","HASTINGS-SUNRISE","AMERICANA",175,0.016592395941974
"633","HASTINGS-SUNRISE","ANTARTICA",2,0.000189627382193989
"634","HASTINGS-SUNRISE","AQUIFOLIUM",3,0.000284441073290983
"635","HASTINGS-SUNRISE","ARGUTUM",2,0.000189627382193989
"636","HASTINGS-SUNRISE","ARIA",33,0.00312885180620082
"637","HASTINGS-SUNRISE","ARMENIACA",2,0.000189627382193989
"638","HASTINGS-SUNRISE","ATLANTICA",8,0.000758509528775955
"639","HASTINGS-SUNRISE","AUCUPARIA",166,0.0157390727221011
"640","HASTINGS-SUNRISE","AVELLANA",3,0.000284441073290983
"641","HASTINGS-SUNRISE","AVIUM",26,0.00246515596852185
"642","HASTINGS-SUNRISE","BABYLONICA",5,0.000474068455484972
"643","HASTINGS-SUNRISE","BACCATA",4,0.000379254764387978
"644","HASTINGS-SUNRISE","BALSAMEA",2,0.000189627382193989
"645","HASTINGS-SUNRISE","BETULUS",545,0.0516734616478619
"646","HASTINGS-SUNRISE","BIGNONIOIDES",6,0.000568882146581966
"647","HASTINGS-SUNRISE","BILOBA",18,0.0017066464397459
"648","HASTINGS-SUNRISE","BLIREANA",6,0.000568882146581966
"649","HASTINGS-SUNRISE","BUNGEI",2,0.000189627382193989
"650","HASTINGS-SUNRISE","CALLERYANA",162,0.0153598179577131
"651","HASTINGS-SUNRISE","CAMPESTRE",370,0.0350810657058879
"652","HASTINGS-SUNRISE","CANADENSIS",41,0.00388736133497677
"653","HASTINGS-SUNRISE","CAPPADOCICUM",16,0.00151701905755191
"654","HASTINGS-SUNRISE","CARNEA   X",3,0.000284441073290983
"655","HASTINGS-SUNRISE","CAROLINIANA",15,0.00142220536645492
"656","HASTINGS-SUNRISE","CERASIFERA",972,0.0921589077462786
"657","HASTINGS-SUNRISE","CHINENSIS",24,0.00227552858632787
"658","HASTINGS-SUNRISE","CIRCINATUM",3,0.000284441073290983
"659","HASTINGS-SUNRISE","COCCINEA",10,0.000948136910969944
"660","HASTINGS-SUNRISE","COLURNA",1,9.48136910969944e-05
"661","HASTINGS-SUNRISE","CONTORTA",6,0.000568882146581966
"662","HASTINGS-SUNRISE","CONTROVERSA",10,0.000948136910969944
"663","HASTINGS-SUNRISE","CORDATA",61,0.00578363515691666
"664","HASTINGS-SUNRISE","CRENATA",6,0.000568882146581966
"665","HASTINGS-SUNRISE","CRUS-GALLI",68,0.00644733099459562
"666","HASTINGS-SUNRISE","DECIDUA",2,0.000189627382193989
"667","HASTINGS-SUNRISE","DECURRENS",2,0.000189627382193989
"668","HASTINGS-SUNRISE","DENUDATA",9,0.00085332321987295
"669","HASTINGS-SUNRISE","DEODARA",10,0.000948136910969944
"670","HASTINGS-SUNRISE","DIOICUS",4,0.000379254764387978
"671","HASTINGS-SUNRISE","DOMESTICA",7,0.000663695837678961
"672","HASTINGS-SUNRISE","DOUGLASII",2,0.000189627382193989
"673","HASTINGS-SUNRISE","ELATA",2,0.000189627382193989
"674","HASTINGS-SUNRISE","EUCHLORA   X",257,0.0243671186119276
"675","HASTINGS-SUNRISE","EUROPAEA   X",2,0.000189627382193989
"676","HASTINGS-SUNRISE","EUROPEA",9,0.00085332321987295
"677","HASTINGS-SUNRISE","EXCELSIOR",68,0.00644733099459562
"678","HASTINGS-SUNRISE","FLORIBUNDA",181,0.017161278088556
"679","HASTINGS-SUNRISE","FLORIDA",17,0.0016118327486489
"680","HASTINGS-SUNRISE","FRAINETTO",4,0.000379254764387978
"681","HASTINGS-SUNRISE","FREEMANI   X",316,0.0299611263866502
"682","HASTINGS-SUNRISE","GARRYANA",2,0.000189627382193989
"683","HASTINGS-SUNRISE","GIGANTEUM",4,0.000379254764387978
"684","HASTINGS-SUNRISE","GINNALA",16,0.00151701905755191
"685","HASTINGS-SUNRISE","GLABRUM",1,9.48136910969944e-05
"686","HASTINGS-SUNRISE","GLAUCA",4,0.000379254764387978
"687","HASTINGS-SUNRISE","GLYPTOSTROBOIDES",58,0.00549919408362568
"688","HASTINGS-SUNRISE","GRANDIFLORA X",38,0.00360292026168579
"689","HASTINGS-SUNRISE","GRANDIS",5,0.000474068455484972
"690","HASTINGS-SUNRISE","GRISEUM",32,0.00303403811510382
"691","HASTINGS-SUNRISE","HETEROPHYLLA",10,0.000948136910969944
"692","HASTINGS-SUNRISE","HILLIERI",5,0.000474068455484972
"693","HASTINGS-SUNRISE","HIPPOCASTANUM",93,0.00881767327202048
"694","HASTINGS-SUNRISE","HYBRIDA X",14,0.00132739167535792
"695","HASTINGS-SUNRISE","INSIGNIS",3,0.000284441073290983
"696","HASTINGS-SUNRISE","INVOLUCRATA",2,0.000189627382193989
"697","HASTINGS-SUNRISE","JACQUEMONTII",1,9.48136910969944e-05
"698","HASTINGS-SUNRISE","JAPONICA",132,0.0125154072248033
"699","HASTINGS-SUNRISE","JAPONICUM",185,0.017540532852944
"700","HASTINGS-SUNRISE","KEWENSIS X",4,0.000379254764387978
"701","HASTINGS-SUNRISE","KOBUS",238,0.0225656584810847
"702","HASTINGS-SUNRISE","KOUSA",148,0.0140324262823552
"703","HASTINGS-SUNRISE","LAVALLEI  X",277,0.0262633924338674
"704","HASTINGS-SUNRISE","LAWSONIANA",20,0.00189627382193989
"705","HASTINGS-SUNRISE","LIKIANGENSIS",4,0.000379254764387978
"706","HASTINGS-SUNRISE","LILIIFLORA",1,9.48136910969944e-05
"707","HASTINGS-SUNRISE","LOEBNERI  X",17,0.0016118327486489
"708","HASTINGS-SUNRISE","LUSITANICA",7,0.000663695837678961
"709","HASTINGS-SUNRISE","MACROCARPA",2,0.000189627382193989
"710","HASTINGS-SUNRISE","MACROPHYLLUM",9,0.00085332321987295
"711","HASTINGS-SUNRISE","MAS",9,0.00085332321987295
"712","HASTINGS-SUNRISE","MATSUDANA",1,9.48136910969944e-05
"713","HASTINGS-SUNRISE","MAXIMA",3,0.000284441073290983
"714","HASTINGS-SUNRISE","MENZIESII",28,0.00265478335071584
"715","HASTINGS-SUNRISE","MICROMALUS   X",3,0.000284441073290983
"716","HASTINGS-SUNRISE","MIYABEI",1,9.48136910969944e-05
"717","HASTINGS-SUNRISE","MONADELPHA",1,9.48136910969944e-05
"718","HASTINGS-SUNRISE","MONOGYNA",27,0.00255996965961885
"719","HASTINGS-SUNRISE","MORDENSIS",80,0.00758509528775955
"720","HASTINGS-SUNRISE","NEGUNDO",10,0.000948136910969944
"721","HASTINGS-SUNRISE","NIGRA",48,0.00455105717265573
"722","HASTINGS-SUNRISE","NIGRUM",1,9.48136910969944e-05
"723","HASTINGS-SUNRISE","NOOTKATENSIS",2,0.000189627382193989
"724","HASTINGS-SUNRISE","NUTTALLII",14,0.00132739167535792
"725","HASTINGS-SUNRISE","OBASSIA",10,0.000948136910969944
"726","HASTINGS-SUNRISE","OCCIDENTALIS",27,0.00255996965961885
"727","HASTINGS-SUNRISE","OFFICIANALIS",2,0.000189627382193989
"728","HASTINGS-SUNRISE","OMORIKA",5,0.000474068455484972
"729","HASTINGS-SUNRISE","ORIENTALIS",1,9.48136910969944e-05
"730","HASTINGS-SUNRISE","ORNUS",227,0.0215227078790177
"731","HASTINGS-SUNRISE","OXYACANTHA",80,0.00758509528775955
"732","HASTINGS-SUNRISE","OXYCARPA",36,0.0034132928794918
"733","HASTINGS-SUNRISE","PALMATUM",14,0.00132739167535792
"734","HASTINGS-SUNRISE","PALUSTRIS",76,0.00720584052337158
"735","HASTINGS-SUNRISE","PANICULATA",22,0.00208590120413388
"736","HASTINGS-SUNRISE","PAPYRIFERA",2,0.000189627382193989
"737","HASTINGS-SUNRISE","PARVIFLORA",3,0.000284441073290983
"738","HASTINGS-SUNRISE","PENDULA",14,0.00132739167535792
"739","HASTINGS-SUNRISE","PENNSYLVANICA",76,0.00720584052337158
"740","HASTINGS-SUNRISE","PENNSYLVANICUM",1,9.48136910969944e-05
"741","HASTINGS-SUNRISE","PERSICA",149,0.0141272399734522
"742","HASTINGS-SUNRISE","PHAENOPYRUM",53,0.0050251256281407
"743","HASTINGS-SUNRISE","PHELLOS",18,0.0017066464397459
"744","HASTINGS-SUNRISE","PISIFERA",9,0.00085332321987295
"745","HASTINGS-SUNRISE","PLATANOIDES",821,0.0778420403906324
"746","HASTINGS-SUNRISE","PLATYPHYLLOS",6,0.000568882146581966
"747","HASTINGS-SUNRISE","PLICATA",27,0.00255996965961885
"748","HASTINGS-SUNRISE","PONDEROSA",7,0.000663695837678961
"749","HASTINGS-SUNRISE","POPULIFOLIA",1,9.48136910969944e-05
"750","HASTINGS-SUNRISE","PROCERA",1,9.48136910969944e-05
"751","HASTINGS-SUNRISE","PSEUDOACACIA",65,0.00616288992130464
"752","HASTINGS-SUNRISE","PSEUDOCAMELLIA",3,0.000284441073290983
"753","HASTINGS-SUNRISE","PSEUDOPLATANUS",261,0.0247463733763155
"754","HASTINGS-SUNRISE","PUMILA",24,0.00227552858632787
"755","HASTINGS-SUNRISE","PUNGENS",4,0.000379254764387978
"756","HASTINGS-SUNRISE","PURSHIANA",1,9.48136910969944e-05
"757","HASTINGS-SUNRISE","REGIA",3,0.000284441073290983
"758","HASTINGS-SUNRISE","RETICULATA",154,0.0146013084289371
"759","HASTINGS-SUNRISE","ROBUR",80,0.00758509528775955
"760","HASTINGS-SUNRISE","ROBUR X ALBA",8,0.000758509528775955
"761","HASTINGS-SUNRISE","RUBRA",147,0.0139376125912582
"762","HASTINGS-SUNRISE","RUBRUM",476,0.0451313169621693
"763","HASTINGS-SUNRISE","SACCHARINUM",17,0.0016118327486489
"764","HASTINGS-SUNRISE","SACCHARUM",2,0.000189627382193989
"765","HASTINGS-SUNRISE","SALICINA",25,0.00237034227742486
"766","HASTINGS-SUNRISE","SARGENTII",46,0.00436142979046174
"767","HASTINGS-SUNRISE","SATIVA",8,0.000758509528775955
"768","HASTINGS-SUNRISE","SEMPREVIRENS",4,0.000379254764387978
"769","HASTINGS-SUNRISE","SEROTINA",8,0.000758509528775955
"770","HASTINGS-SUNRISE","SERRATA",24,0.00227552858632787
"771","HASTINGS-SUNRISE","SERRULATA",530,0.050251256281407
"772","HASTINGS-SUNRISE","SIEBOLDII",1,9.48136910969944e-05
"773","HASTINGS-SUNRISE","SITCHENSIS",3,0.000284441073290983
"774","HASTINGS-SUNRISE","SOULANGEANA  X",3,0.000284441073290983
"775","HASTINGS-SUNRISE","SPECIES",134,0.0127050346069972
"776","HASTINGS-SUNRISE","SPECIOSA",14,0.00132739167535792
"777","HASTINGS-SUNRISE","STELLATA",2,0.000189627382193989
